Unnamed: 0,title,Label
4102, John Cleese Just BURNED Trump Voters For Being The Dumbest People On The Planet (TWEETS),Fake
4103," Trump Spews FILTH At Charity Event, Audience BOOS Him And CHEERS Hillary (VIDEO)",Fake
4104, Trump Supporter Preparing For ‘WAR’ If Hillary Wins,Fake
4105, This Kansas Republican Thought Touting ‘Profound’ Hitler Quote Was A Good Idea – It Wasn’t,Fake
4106, Shonda Rhimes Gives Donald Trump A HILARIOUS Education In ‘Late Term Abortion’ (TWEET),Fake
4107, Bette Midler’s Response To Trump Not Accepting Election Results Absolutely MAGICAL (TWEET),Fake
4108, WATCH: Carol Costello HUMILIATES Trump Supporter For Whining About Mythical Voter Fraud,Fake
4109, BREAKING: Trump Declares He Will Only Accept Election Results ‘If I Win’ (VIDEO),Fake
4110, WATCH: Keith Olbermann SKEWERS Trump And GOP For Undermining Our Democracy,Fake
4111, America’s Most Corrupt Sheriff Set To Lose Re-Election Bid In A LANDSLIDE,Fake
4112, Trump SEETHING After Congressman Obliterates Him For ‘Nasty Woman’ Debate Insult (TWEETS),Fake
4113, Sarah Palin Calls For Executing Democratic ‘Cheaters’ On Election Day,Fake
4114, Court Forces Ohio To Allow Millions Of Illegally Purged Voters Back On The Rolls,Fake
4115, WATCH: Van Jones Epically SCOLDS Trump Supporters For Defending ‘Rigged Election’ Debate Talk,Fake
4116, Trump Just Said Hillary Is The Reason He’s Branded As A Sexual Predator,Fake
4117, Trump Just Said The Most Racist Thing Imaginable About Latino Immigrants,Fake
4118, Brainless Misogynist: Women Wouldn’t Need Tampons If They Had Any Self-Control,Fake
4119, Bernie HILARIOUSLY Trolls Paul Ryan On Twitter – All While Helping Down-Ballot Dems (TWEET),Fake
4120, This Man Just Exposed A Sorry Truth About A Vital Part Of Trump’s Campaign,Fake
4121, BREAKING: One Of Trump’s Guests For The Last Debate Can See Russia From Her House (IMAGE),Fake
4122, Ivanka Just Threw Her Father Under The Campaign Bus: ‘I’m NOT A Surrogate’ (VIDEO),Fake
4123, Ivanka Won’t Defend Trump’s “Rigged” Election Claims In AWKWARD Pre-debate Interview (VIDEO),Fake
4124, WATCH: Chris Hardwick BURNS Melania Trump For Complaining About ‘Negativity’ On Social Media,Fake
4125, OOPS: Donald Trump’s Debate Guest Supports Terrorist Group That Wants To Kill All Jews,Fake
4126, MUTINY: Even Trump’s Own Employees Are Saying They’ll Vote For Hillary (VIDEO),Fake
4127, WATCH: MSNBC Host TORCHES Trump Campaign Manager To A Crisp For 18 Glorious Minutes,Fake
4128, Poll Shows Hillary Leading Trump With This Surprising Demographic For The First Time Ever,Fake
4129, Elizabeth Warren Just SHREDDED Trump For Being A ‘Sore Loser’ Before Election Is Even Over,Fake
4130, Anti-Semitism Is Rapidly Rising And It’s All Thanks To Trump Supporters,Fake
4131," This Traditionally Red State Is Going Blue, New Poll Shows",Fake
4132, Trump Stooge: Women Making Assault Claims Are Too UGLY To Be Believed (VIDEO),Fake
4133," Paul LePage Claims Election Will Be Rigged In Maine, Gets HUMILIATED By Secretary Of State",Fake
4134, WATCH: Kathy Griffin PERFECTLY Responds To Trump’s Insults Toward Women,Fake
4135, Trump Completely COLLAPSING In Most Important Republican State,Fake
4136, BREAKING: Trump’s Newest Endorsement PROVES He’s A Racist Piece Of Crap (VIDEO),Fake
4137, SICK: Official GOP Twitter Handle Just PROMOTED Horrificly Vulgar Chant Against Hillary (VIDEO),Fake
4138, CNN Host STUNNED As Trump Supporter Says Voter Fraud Got Obama Elected (VIDEO),Fake
4139, SIX Witnesses Corroborate Sexual Assault Claim Made By ‘People’ Writer Against Trump,Fake
4140," Instead Of Tip, ‘Christian’ Trump Supporter Leaves Waitress UNBELIEVABLY Sexist Note (IMAGE)",Fake
4141, Ivanka Trump FINALLY Has Something To Say About ‘Pu**ygate’,Fake
4142, WATCH: President Obama Tells Whiny Trump To Shut The F*ck Up About Election Being ‘Rigged’,Fake
4143, WATCH: Trump Supporter Accuses Hillary Of Sexual Assault And CNN Panel Demolishes Them,Fake
4144, Melania Trump Makes SHOCKING Admission Disqualifying Her Husband From Office,Fake
4145, WATCH: Trump Tries To Kiss Little Girl On The Lips And She Is NOT Thrilled About It,Fake
4146," New Poll: Clinton Picks Up Unprecedented, Historical Support Among Young Voters",Fake
4147, Here’s The Master List Of Reasons Why Trump Would Be The Worst President EVER (CITATIONS),Fake
4148, Howard Stern: Having Trump On My Show To Demean Women With Sex Talk Was No Accident,Fake
4149, REPORT: Trump Laughed After Woman Was Grabbed ‘By The P*ssy’ On Apprentice Set,Fake
4150, Expert On Voting Fraud DESTROYS Trump’s Lies In BLISTERING Twitter Attack (TWEETS),Fake
4151, WATCH: Wolf Blitzer SILENCES Trump Supporter’s Whining About No Equal Air Time For Clinton Accusers,Fake
4152, Pro-Trump ‘Christian’ Leaders Just Got Taken To The Woodshed By 700 Christian Women,Fake
4153, Obama Teams Up With Stephen Colbert For Brutal Trump Diss; Trump LIVID (VIDEO),Fake
4154, BOMBSHELL: Melania Trump Refuses To Believe Access Hollywood Tapes In BIZARRE Interview (VIDEO),Fake
4155," In STUNNING Admission, John McCain Just Handed Democrats The Senate (AUDIO)",Fake
4156, Letter To The Editor Claims Hillary Is Unfit Because She Might Get Her Period (IMAGE),Fake
4157, The White House Just MOCKED Trump’s ‘Drug Test’ Request; Says He’s The One On Drugs (VIDEO),Fake
4158, Democrats Raise Money To Rebuild Firebombed GOP Office While Selfish Trump Demonizes Them,Fake
4159, T-shirts Were Sold Outside Bills Game With Rifle Sight On Kaepernick (IMAGES),Fake
4160, WATCH: Elizabeth Warren MOCKED Trump So Hard He’ll Be Throwing A Temper Tantrum Any Second Now,Fake
4161, Joe Biden Just SKEWERED Donald Trump For Bragging About Sexual Assault (VIDEO),Fake
4162," Trump Amps Up Feud With Paul Ryan, Kicks GOP Civil War Into High Gear (TWEETS)",Fake
4163," WOW: Republican NYT Columnist QUITS GOP, Rips Trump To Pieces In Must-Read Rant",Fake
4164, Tim Kaine BURNS Unhinged Trump: He’s ‘Swinging At Every Phantom Of His Own Imagination’,Fake
4165, Republican Mailer Threatens To Out Voters To Neighbors If They Vote Democrat,Fake
4166, Arizona Newspaper Just Gave Trump Fans A Lesson In Patriotism That Will Leave Them FUMING,Fake
4167, WATCH: Jake Tapper FLATTENS Trump Supporter For Citing Child Pimp As Witness Against Groping Claims,Fake
4168, Trump FURIOUS After New Poll DEVASTATES His Campaign,Fake
4169, Alec Baldwin Didn’t Even Wait For Trump To Whine About SNL Before Smacking Him Around (VIDEO),Fake
4170, PATHETIC: Saturday Night Live Jokes Make Donald Trump Throw A HUGE Temper Tantrum,Fake
4171, Trump’s #1 Deplorable Has A Question For You Libtards (VIDEO),Fake
4172, Did Mike Pence Use The Police To Illegally Suppress The Vote Of Tens Of Thousands Of Black People In Indiana?,Fake
4173," When You See A Trump Supporter Calling The Election ‘Rigged,’ This Is The PERFECT Reply",Fake
4174, Trump Supporters Threaten Bloody Rebellion And Assassination If They Lose On Election Day (DETAILS),Fake
4175, Here’s The New Way Trump Is Scamming Republican Donors Who Give The GOP Money,Fake
4176, This Woman And Her Sign Show Us Everything You Need To Know About Trump’s Black Support (IMAGE),Fake
4177, Democracy Expert Tells Us EXACTLY How Republicans Screwed America By Accepting Trump,Fake
4178, Trump Once Threatened ‘Apprentice’ Contenstant He’d Show His ‘Power Tool’ To Her (VIDEO),Fake
4179, Neil deGrasse Tyson And J.K. Rowling BURN Trump With Searing Joke On Twitter (TWEETS),Fake
4180, BREAKING: Sheriff Calls For REBELLION After Donald Trump Calls Election ‘Rigged’ (VIDEO),Fake
4181, Trump Fans Are Asked About ‘P*ssy Grabbing’ Remarks And It Gets REALLY Bad (VIDEO),Fake
4182," Donald Trump Goes On INSANE Coke-Fueled Rant At Rally, Practically Tries To Incite Civil War (VIDEO)",Fake
4183, WATCH: Tom Hanks Uses This Perfect Analogy To WRECK Trump,Fake
4184, Watch Bill Maher Absolutely WRECK Red State Voters For Putting Party Over Humanity (VIDEO),Fake
4185, Conservative Women Get Positively VICIOUS Explaining Why They WANT A President Trump (TWEETS),Fake
4186, WATCH: Fox News Host Dana Perino Is DONE Defending Republicans,Fake
4187, Law & Order: SVU To Air Episode Based On Donald Trump Child Sex Abuse Case,Fake
4188, Trump Just Got One Of His Victims’ RELATIVES To Stab Her In The Back And Twist,Fake
4189, BREAKING: Trump Supporters Busted By FBI For Plotting MASSIVE Terrorist Attack,Fake
4190," Billionaire Richard Branson Breaks Silence About Trump, Exposes Truth About His ‘Temperament’ (TWEETS)",Fake
4191, Trump Gets His A** Handed To Him By Marlee Matlin For Calling Deaf People ‘Retarded’,Fake
4192, Bernie Sanders Just Crashed This Greedy Drug Company’s Stock With One Tweet,Fake
4193, Absolutely DEPLORABLE Audio Shows Trump Jr. To Be Just As Disgusting Toward Women As His Dad,Fake
4194, Donald Trump On Accusations Of Sexual Assault: Mexico Did It,Fake
4195, SICK: Trump Told 14-Year-Old Girls He Would Be Dating Them In A Couple Years,Fake
4196," Texas Church Rejects Man For Being Gay, But He Gets The Last Laugh A Year Later",Fake
4197, Ben Carson Just Totally Lost His Sh*t On MSNBC When Asked About Trump’ Sexual Assaults (VIDEO),Fake
4198, Mike Pence Tries To Talk Sh*t About Michelle Obama; Falls On Face HARD (VIDEO),Fake
4199," REPORT: Donald Trump LIED About Donating To 9/11 Charities, Didn’t Donate Until He Was Campaigning (DETAILS)",Fake
4200, Armed Trump Supporters ‘Stand Their Ground’ Outside Female Dem. Candidate’s Campaign Office For 12 Hours,Fake
4201, Trump Supporter Threatens Montel Williams So He Publicly Humiliates Her Into Oblivion,Fake
4202, Man Almost Dies On Flight Because Crew Didn’t Think Black Women Can Be Doctors,Fake
4203, Obama Just Warned Trump: Don’t Attack My Wife Or There Will Be Hell To Pay,Fake
4204, Meet The Cowardly Republicans Who Re-Endorsed Trump After Condemning Him For Sexual Assault,Fake
4205, JUST IN: Donald Trump Seriously Thinks Deaf People Are ‘Retarded’,Fake
4206, WATCH: Jake Tapper CRUSHES Trump Cheerleader For Hypocrisy On Sexual Assault Accusations,Fake
4207, Meet The Black Man Donald Trump Tried To Murder (VIDEO),Fake
4208, Trump’s Deplorables Just Got Flat-Out MONSTROUS With Sexual Assault Victims On Twitter (TWEETS),Fake
4209, REPORT: The Vast Majority Of Trump’s Employees Hope He Loses In November,Fake
4210, Trump FRANTICALLY Spins Illuminati-Like Global Conspiracy Theory To Explain His Death Spiral,Fake
4211, Conservatives VICIOUSLY Attack Michelle Obama For Condemning Trump’s Predatory Behavior,Fake
4212, REPORT: Trump Blocked HIS OWN CAMPAIGN From Vetting His Past,Fake
4213, Top Trump Surrogate BRUTALLY Stabs Him In The Back: ‘He’s Pathetic’ (VIDEO),Fake
4214," On Their Anniversary, Bill Writes Hillary A Love Note; The Right FLIPS Out",Fake
4215, BREAKING: Michelle Obama HAMMERS Trump’s Behavior Towards Women In Tearful Condemnation,Fake
4216, Pennsylvania Church Demonstrates How To Deal With A Child-Molesting Pastor,Fake
4217," Watch Joe Biden Tells Us EXACTLY What Trump Is, BRILLIANTLY Rips Him From End To End (VIDEO)",Fake
4218," Trump TERRIFIED Of Losing, Now He’s Even Running Away From Sean Hannity (DETAILS)",Fake
4219, WATCH: Anderson Cooper Leaves Trump Supporter DUMBFOUNDED For Hypocrisy On Sexual Assault,Fake
4220, Former Trump Exec Drops Bombshell About Why He Should Never Be President (VIDEO),Fake
4221, Liberty University Students SHRED Jerry Falwell Jr: Trump ‘Does Not Have Our Support’,Fake
4222, ‘Big Bang Theory’ Actor Tears Trump To PIECES (TWEETS),Fake
4223, Trump Is Trying To MUZZLE His Sexual Assault Victims In The Most Ludicrous Way Imaginable,Fake
4224, Trump Assaults Writer Covering His Anniversary: ‘He Was Forcing His Tongue Down My Throat’,Fake
4225, Close Trump Ally Just ADMITTED He Communicates With Wikileaks,Fake
4226, WATCH: Anderson Cooper STUPEFIES Trump’s Campaign Manager With A Preschool Math Lesson,Fake
4227, Rush Limbaugh: Lack Of Consent Is Just An Excuse Leftists Use To Vilify Rapists (AUDIO),Fake
4228, SICKENING: Donald Trump Actually Hit On A 10-Year-Old Girl (VIDEO),Fake
4229," Trump’s Deplorables Freak Out, Demand We Repeal Women’s Right To Vote (TWEETS)",Fake
4230, Teen BRUTALLY Hits Back At Trump And His Sexual-Assault Supporting Fans With Epic T-Shirt,Fake
4231," Trump EXPLODES Because Paul Ryan Won’t Defend Him, Launches INSANE Attack (VIDEO)",Fake
4232, Eric Trump Sent Fundraising Email Showing Trump Winning–There’s Just One Problem,Fake
4233, LeBron James Has Some CHOICE Words For Trump’s ‘Locker Room Talk’ And It’s BRUTAL (VIDEO),Fake
4234, Giuliani Gets Caught Lying About Not Seeing Hillary In NYC In Response To 9/11,Fake
4235, BREAKING: Donald Trump Walked Into Dressing Rooms To Look At Naked Miss Teen USA Contestants,Fake
4236, Female GOP Leader RAGE QUITS Over Party’s Support For Trump’s Serial Sexual Assaults,Fake
4237, Trump’s GOP Mega Donors Are Demanding A Full Refund,Fake
4238, WATCH: This Is Why Conservative ‘Christians’ REALLY Still Support Serial Molestor Donald Trump,Fake
4239, ‘I’m Going To Beat Your Ass!’ Trump Fan Arrested For Threatening Black Woman Just Waiting For A Cab,Fake
4240, WATCH: Obama PERFECTLY Mocks Trump’s Insane Followers That Think He’s A Literal Demon,Fake
4241, Trump’s Campaign CEO LITERALLY Ordered His Minions To Destroy Paul Ryan Months Ago,Fake
4242, This Congressman’s Terrifying Statement PROVES Trump Supporters Are A Dangerous Cult (VIDEO),Fake
4243, President Obama To GOP: Decent Human Beings Would Not Stand Behind Trump (VIDEO),Fake
4244, Republicans Say Trump MUST Stop Pushing This Conspiracy Theory Or People Will Get Hurt,Fake
4245, Trump Made Comedy Central Sorry They Ever Wanted To Roast Him In 2011,Fake
4246, Hillary SHUTS DOWN Trump Supporters Calling Her Husband A Rapist At Rally (VIDEO),Fake
4247, BUSTED: Trump Fired A Woman For Saying THIS In His Boardroom (VIDEO),Fake
4248, BOMBSHELL: Trump Called ‘The Apprentice’ Sound Guy A ‘F***ing Monkey’ Over And Over (DETAILS),Fake
4249, ‘Apprentice’ Contestants Reveal MORE Shocking Info About How Trump Treats Women (VIDEO/TWEETS),Fake
4250," In Unprecedented Endorsement, Non-Partisan Humane Society Has BRUTAL Words For Trump (VIDEO)",Fake
4251, BREAKING: Mike Pence SHUTS DOWN Crazy Trump Supporter For Threatening Hillary (VIDEO),Fake
4252," Eric Trump: ‘Alpha Personalities’ Brag About Sexual Assault, It’s Just What They Do",Fake
4253, Woman Who Defended GOP Against Sexism Charges For Years Just Quit Party With EPIC Twitter Storm,Fake
4254, BREAKING: GOP Civil War Kicks Off With A Blast As Trump LOSES HIS SH*T At Paul Ryan (TWEETS),Fake
4255, WATCH: ‘The View’ Unanimously Rips Trump A New One For Groping Comments And It’s AMAZING,Fake
4256, High-Profile Attorney To Represent Trump’s Alleged Rape Victim In Upcoming Trial (VIDEO),Fake
4257," The Bush Administration Deleted 22 Million Emails, But Trump Won’t Talk About It",Fake
4258," As Trump Collapses, Team Clinton Makes A HUGE New Move To Crush The GOP",Fake
4259, Republicans PANICKING After Federal Judge Shuts Down Florida Voter Suppression,Fake
4260, FACT CHECK: U.S. Intelligence PROVES Trump A Liar – He Knew About Russian Attacks,Fake
4261," BREAKING: Trump’s Taj Mahal SHUTS DOWN, Thousands Of Jobs Lost (DETAILS)",Fake
4262, Paul Ryan And Trump Go Head-To-Head As GOP Civil War Brews,Fake
4263, WATCH: Pat Robertson Gets INCREDIBLY Offensive In Full-Throated Defense Of Trump,Fake
4264, BREAKING: Trump Campaign CAUGHT Paying Off Hillary-Hating Sexual Assault Victim (DETAILS),Fake
4265, BREAKING: Sworn Affidavit PROVES Clinton ‘Victim’ Wasn’t Assaulted Or Harassed,Fake
4266," President Obama BLASTS ‘Insecure’ Trump, Makes It Clear Trump Is Unfit (VIDEO)",Fake
4267, BREAKING: New Poll Shows HUGE Lead For Hillary As Trump’s Downward Spiral Continues,Fake
4268, Dan Rather BURIES Trump In Epic Post-Debate Analysis That Everyone Should See,Fake
4269, Ivanka Trump Just Admitted That She LIKES Her Dad Calling Her A ‘Piece Of A**’ (IMAGE),Fake
4270, Republicans Running Scared As Trump Threatens Those Who Dump Him With Political Doom,Fake
4271, POLL: HUGE Majority Of Americans Say Trump DOES NOT Respect Women,Fake
4272, Jerry Springer Reacts To Trump’s Debate Performance And It’s BRILLIANT (VIDEO/TWEETS),Fake
4273, NYT Fact-Checked Donald In Real-Time And It Was GLORIOUS,Fake
4274, Trump BUSTED Checking Out Clinton’s Ass During Debate (VIDEO),Fake
4275," Mike Pence Cancels ANOTHER Trump Event, Campaign Imploding (IMAGE)",Fake
4276, Elizabeth Warren Slapped The Hell Out Of Trump While He Was Busy Losing To Clinton (TWEETS),Fake
4277, Melania Quite Possibly Tried To Troll The Press With Her Style Of Blouse At The Debate,Fake
4278, BREAKING: Trump’s Campaign Manager Says She Might Leave The Campaign (VIDEO),Fake
4279, Trump Just Said He’s A ‘Gentleman’ At The Debate And Everyone Laughed At Him (VIDEO),Fake
4280, Trump Just Threatened To Jail Hillary If He’s Elected – Then She Blasted His Orange Face Off (VIDEO),Fake
4281, HOLY F*CK: Trump Had to Be Forced To Say He Hasn’t Sexually Assaulted Women (VIDEO),Fake
4282," Hillary Just Responded To Trump’s Pre-Debate Bullsh*t On Twitter, And It’s EPIC (TWEET)",Fake
4283," There’s A Video Of Trump Saying The N-Word, And Here’s How Much It’ll Cost To Get It Released",Fake
4284, Van Jones Unapologetically Calls Donald Trump A ‘Superpredator’: ‘He’s Confessing To Sexual Assault’ (VIDEO),Fake
4285, WATCH: Chuck Todd HUMILIATES Rudy Giuliani After He Pathetically Defends Trump,Fake
4286, Lifelong Republican Arnold Schwarzenegger TERMINATES The GOP Over Trump,Fake
4287," CNN Host John King: Trump Should Be Jail, Not Running For President (VIDEO)",Fake
4288, That Time Donald Trump Said Bill Clinton Was The ‘Victim’ Of ‘Unattractive Women’,Fake
4289, DNC Chair Speaks Out On Revolting Trump Tape: ‘This Is Who Donald Trump Truly Is’ (VIDEO),Fake
4290, Hannity Throws MASSIVE Tantrum Trying To Defend Trump’s Sexual Assault Remarks,Fake
4291, Giuliani’s PATHETIC Excuse For Trump’s Bragging About Sexual Assault Will Disgust You,Fake
4292, BREAKING: Trump Campaign In A Panic As Donors Demand Refunds,Fake
4293," Republican Insiders Are Taking Aim At Trump, Calling On Pence To Drop Out",Fake
4294, ‘Apprentice’ Producer: Lewd #TrumpTapes Are Nothing – There Is ‘Far Worse’ To Come (TWEETS),Fake
4295," Alec Baldwin NAILS Trump’s ‘Grab Them by the P*ssy’ Fauxpology, And It’s PERFECT (VIDEO)",Fake
4296, New Audio Tapes Reveal Trump Called His Pregnant Wife A’Blimp’ And A ‘Monster’,Fake
4297, Joe Biden Just Said What Every (Sane) Woman Is Thinking About Donald Trump,Fake
4298, Utah’s Oldest Paper DEMANDS Trump Drop Out Of Race In Scathing Must-Read Editorial,Fake
4299, JUST IN: Listen To Trump Tell Howard Stern It’s Fine To Call His Daughter A ‘Piece Of Ass’ (AUDIO),Fake
4300, BREAKING: RNC Pulls Funding For Trump — Is It All Over?,Fake
4301, BREAKING: Melania Comes Out AGAINST Her Husband In New Statement (DETAILS),Fake
4302, Campaign Chaos: Mike Pence Just Slammed Trump For His Remarks On Groping Women,Fake
4303, Hypocrite Conservative ‘Christian’ Leaders STILL Support Trump After His ‘P*ssy’ Comments,Fake
4304, WATCH: Trump-Supporting Conservative Writer Says The ‘Race Is Over’ Because Of ‘P*ssy’ Remarks,Fake
4305, WATCH: GOP Senator Pleads With Trump To Drop Out Of The Election (VIDEO),Fake
4306, WATCH: Bill Maher BURIES Trump For His Crude ‘Grab Them By The P*ssy’ Remark,Fake
4307, Robert De Niro Just Told The World He Wants To Punch Trump In The Face (VIDEO),Fake
4308, These 2 Trump Lovers Just Excused Him With The Most Appalling Statements Ever (TWEETS),Fake
4309," One Of Trump’s Groping Victims Just Came Forward, Campaign Is PANICKING (VIDEO)",Fake
4310," WATCH: Trump Issues Bizarre Response To Leak Of Groping Audio, And It’s A Total DISASTER (VIDEO)",Fake
4311, Trump Tried To FIRE The Woman He Worked So Hard To Sleep With After She Spurned Him,Fake
4312, Trump’s Revolting ‘Hot Mic’ Moment Has Just Blown His Campaign And The GOP To Bits (VIDEO),Fake
4313, NEW EVIDENCE Confirms Worst Fears: Russia Is Behind Hacks Aimed At Making Trump President,Fake
4314, The Trump Camp May Have Just Thrown Out Every Crucial Swing State,Fake
4315," Trump Still Racist As Ever, Continues To Accuse Exonerated ‘Central Park Five’ Of Rape (TWEETS)",Fake
4316, BREAKING: Trump’s Worst Nightmare Realized As Hot Mic Destroys His White House Chances (VIDEO),Fake
4317, White Supremacist PAC Launches Radio Ad Touting Trump As Champion Of Christians,Fake
4318, WATCH: Fox Hosts Crudely Brag That Hurricane Matthew Will Hurt Democrats In Florida,Fake
4319, Fox Host Gives Trump The Most PATHETICALLY Desperate Advice For Winning Second Debate (VIDEO),Fake
4320, WATCH: The Daily Show Epically DESTROYS Fox News For Blatant Racism,Fake
4321, BREAKING: Yet ANOTHER Trump Advisor Caught With Disturbing Russian Connections,Fake
4322, David Letterman Calls For ‘Damaged’ Donald Trump To Get A Psychological Exam,Fake
4323," An 11-Year Old Girl Interviewed Hillary, And Her Answers Are Beautiful",Fake
4324, Stephen Colbert Just HAMMERED Trump For Asking Terminally Ill To Stay Alive to Vote for Him (TWEETS),Fake
4325, Florida Governor Uses Hurricane Matthew As Excuse To Try And Help Trump Win,Fake
4326, Rudy Giuliani’s Daughter Announces She’s Backing Hillary Clinton,Fake
4327, Fox News Just Told Everyone In Florida They’re GOING TO DIE (VIDEO),Fake
4328, Paul Ryan Officially Hands What’s Left Of His Spine To Donald Trump (IMAGE),Fake
4329," Michelle Obama Makes The White House Garden Permanent, So Racists Called Her A ‘Gorilla’",Fake
4330, Five Struggles Working Americans Face That Trump Will NEVER Understand,Fake
4331, Watch Lindsey Graham Accept Defeat Over Trump: ‘I Can’t Go Where He’s Taking The Country’ (VIDEO),Fake
4332, Trump’s Lawyers Never Talked To Him Without A Corroborating Witness Because He Lies So Much,Fake
4333," Trump Is Now Faking Poll Numbers To Claim He’s Winning, Clearly Insane (IMAGES)",Fake
4334, Trump To The Terminally Ill: ‘I Don’t Care How Sick You Are’ (VIDEO),Fake
4335, WATCH: Trump Makes Lame Attempt To Lecture His Fans And It Backfires HILARIOUSLY,Fake
4336, Asian American Organizations RAIN HELL Upon Fox News For Racist Chinatown Segment,Fake
4337, Sean Hannity Announces Megyn Kelly’s Support For Hillary Clinton,Fake
4338, Mike Pence Just Crashed And Burned In HUMILIATING ‘Morning Joe’ Interview (VIDEO),Fake
4339, WATCH: Trump’s Deplorable Fans Attack Mom And Her Disabled Daughter For Leaving Rally,Fake
4340, WHOA: Fox News Just Went Full Racist In Chinatown With APPALLING Segment On Trump And Asians (VIDEO),Fake
4341, Trump Has Been BRIBING Government Officials For Decades (DETAILS),Fake
4342," BREAKING: Secret GOP Polls Show Trump In TOTAL Collapse, Congressional Candidates Fear Wipeout",Fake
4343, WaPo Reporter Calls Literally HUNDREDS Of Charities Searching For Proof Of Trump’s ‘Generosity’,Fake
4344, Here’s Your Handy List Of Lies Lying Liar Mike Pence Told During The VP Debate,Fake
4345," Atlantic’s Endorsement SLAMS Trump, Indicts Him As One Of The Most Dangerous Candidates Ever",Fake
4346, Donald Trump’s ‘Charity’ Foundation Is About To Be Shut The F**k Down NATIONWIDE,Fake
4347, BUSTED: Steel Unions FURIOUS At Trump For Destroying American Jobs,Fake
4348, FACT: Donald Trump’s Education Plan Would Mass-Fire Teachers And DECIMATE Pell Grants,Fake
4349, Bernie Sanders And Elizabeth Warren Drop BOMBSHELL On Wall Street Execs,Fake
4350, WATCH: This May Be The Video That Ends Donald Trump’s Chance At The White House For Good,Fake
4351, BUSTED: Trump Took Millions Of Dollars From Saudi Arabia Despite Saying He Would ‘Never’ Accept Their Money,Fake
4352, Trump Literally Turned This School’s Pep Rally To A ‘White Pride’ Rally (VIDEO),Fake
4353, Conservatives Are Seriously Claiming Kaine’s Marine Pin Is A Secret Communist Insult,Fake
4354, Historian: Trump And His Supporters Should Be Arrested For TREASON If They Refuse To Accept Defeat,Fake
4355, Trump’s Former Accountant Breaks Silence To Shut Down Trump’s Tax Lies (VIDEO),Fake
4356," Bernie Sanders Goes After Trump’s Tax Scam, Trump PISSED (TWEETS)",Fake
4357, WATCH: How Mike Pence Totally Threw Trump Under The Bus At VP Debate (VIDEO),Fake
4358," Eric Trump Tries To Defend Donald On Tax Evasion, Makes HUGE Mistake (VIDEO)",Fake
4359, Here’s The REAL Winner Of The Vice Presidential Debate,Fake
4360," Trump’s Twitter Meltdown During The VP Debate May Be The Whiniest, And Craziest, Yet (TWEETS)",Fake
4361, GOP Hilariously Tries Seeing The Future By Declaring Pence Winner Of VP Debate Before It Starts,Fake
4362, Trump LIVID After Legit National Poll Gives Him A Reality Check (IMAGES),Fake
4363, Mike Pence VICIOUSLY Refused To Pardon Black Man Wrongfully Imprisoned For 10 Years,Fake
4364, Conservative Writer Calls Black Voters Hillary’s ‘Loyal Slaves’ For Not Blindly Supporting Donald Trump,Fake
4365, DESPERATE Senate Republicans Just Dropped Pro-Hillary Bombshell Onto Trump’s Head,Fake
4366, Hillary’s Worst Enemy Just Endorsed Her Because Trump Is THAT Bad,Fake
4367, Eric Trump PATHETICALLY Attempts To Defend Daddy’s Latest 3 A.M. Temper Tantrum On Twitter,Fake
4368, REPORT: Trump Illegally Used Charity Money To Jumpstart Presidential Campaign,Fake
4369, Republican Kelly Ayotte Gets BRUTALLY Trolled For Calling Trump A Role Model For Kids,Fake
4370, Biden DESTROYS Trump After He Insults Veterans (VIDEO),Fake
4371, Ivanka Just Fell Flat On Her Face Trying To Convince Women Fall In Line Behind Her Dad (VIDEO),Fake
4372," Obama Girls Are Going To Be Bridesmaids, So Conservatives Called Them ‘N*****s’ (SCREENSHOTS)",Fake
4373, WATCH: Video Shows Cops TRYING To Run Over Black Man With Cruiser,Fake
4374," Patton Oswalt OBLITERATES Trump For His Reckless PTSD Comments, And It’s Masterful (TWEET)",Fake
4375, Man Says He ‘Didn’t Mean To Offend Anyone’ With Float Featuring Trump Executing Hillary (IMAGE),Fake
4376, Sarah Palin Just Tried (And Failed) To Attack Obama And Got Ripped Apart By The Internet (SCREENSHOTS),Fake
4377, Racist Teacher Fired For DISTURBING Viral Facebook Post About Michelle Obama (IMAGES),Fake
4378," Last Republican Reagan TRASHES GOP, Says Nancy Would Have Voted For Hillary Clinton",Fake
4379, Trump BASHES Soldiers With PTSD And Enrages The Entire Internet (VIDEO),Fake
4380, BUSTED: Donald Trump Screwed Over American Steel Workers By Buying Metal From China Instead,Fake
4381, Watch John Oliver BRUTALLY Shame Trump Over His Pathetic Pretend Online Poll ‘Wins’ (VIDEO),Fake
4382," The NRA Just Mocked Kim Kardashian After She Was Robbed At Gunpoint, And It’s HORRIFYING (TWEETS)",Fake
4383, Keith Olbermann: Donald Trump Wants To Protect The Right To Poison Dogs (VIDEO),Fake
4384, LEAKED AUDIO: Trump Picked Miss USA Contestants Based On DISGUSTING ‘Trump Rule’,Fake
4385, WATCH: Mark Cuban SLAYS Trump For Scamming The Working Class,Fake
4386," Not Paying Taxes Doesn’t Make Trump ‘Smart,’ It Makes Him A Shamelessly Un-American Freeloader",Fake
4387, Trump Made MILLIONS Renting Space To Iranian Bank That Supports Terrorism (DETAILS),Fake
4388, Basketball Great LeBron James Delivers STINGING Ohio Blow To Trump,Fake
